Date/Time,Name,Email,Phone number,Product name,Consent given,Tags,Q1. Bitte gib Feedback ( https://media.videoask.com/transcoded/c6d6b8e6-d6d4-48fb-b789-bf5d756916d2/video.mp4?token=eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJtZWRpYV9pZCI6ImM2ZDZiOGU2LWQ2ZDQtNDhmYi1iNzg5LWJmNWQ3NTY5MTZkMiIsImV4cCI6MTc2Mzk3OTcxNX0.lh1n_5lRkgiN0QmQkbRKI0LtwZk70XkUrg2OH5lDFabe76idDHNxkOE2xZBayzmURnGU-YjPvO9dYzhiBB4WYMftubyHGqwBA2yf-XlSXMR8x7emiXB9MiinQVvQ8NLf0hIusQQeL3xLvh0MJtmPjTY0ZwFUM64wNUqJ5V3OPwJhLDePZ9fDz64SmkQwwjdTqJV-1Mr7yFlDLif6NpuAxmserZPrr1UYASUmS52r2x9pIYwrXTL5BpeN2BsfMWPi2SkvS-vdknNyWYFIc87Jbce_ACh10xG59k0ZhDxnCt3T1q-pK26oT96R2hsNbQkHhmtCXZJLZMipwxdb0UveIcHxsnlZNLh-Ieg0X9lKJpkQiZtu1vZXrYullTrqxfdR1OO2Uef-ODfdv96Cf_3ZNW8CoEUjWRj0lvEsYTt1Bd3CEPC3gl1ntP9Tl3dl9cl6zG6ZRb0CAvJa9j-XIVFzaS1LSkhKVKWzv9Tm_SxolpvHevQ4wO30pNG3N7HpcsGUCWqHXLzoA8Qj4W_fCEIyDZjZ7rdUTrNFWd5F64Oj0-o1GifVxyy-3tPlSEYXP6XrJUG9GUU-ciZ1RzhVUXEesz0VHAHSHK2ZAty8wVPy3saoUC8YJ_1gD_LkWMfTOFWXGBX099VrVtiVsU7Lbhn44Uyv6888OXdVmOmiadLAN58 ),Q2. Verbesserung nötig ( https://media.videoask.com/transcoded/8909715e-1c0b-46c2-b3c3-a74cdfd2041d/video.mp4?token=eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJtZWRpYV9pZCI6Ijg5MDk3MTVlLTFjMGItNDZjMi1iM2MzLWE3NGNkZmQyMDQxZCIsImV4cCI6MTc2Mzk3OTcxNX0.PtJ_07BDqryefGhQMN2Qezfiy7gYHRA2shKzkqEuTJVsWIQn1dKrKrOi7W7DE92JQCCNN-7BXqv7g22yJK-I8xchhXYjvjV4-8VQVOgRF0EEUhvDZemzj1cLCbrRYnqH9keQxtr3fkTZfG9bH9lA9rSasRxSPRl3IZS4a7a67Pv15pbIPwUh-PgKwVWfezaY8REfLTvNad7aBk_iVYc2L13uXXXyGu5UKck9CGpDPVvFi2POFRekHLe8lgtI1pC0t5jzdI9Jvgi4iVgr-0hrt9tazqooovsxKhep9mkOjxxzlE1oNd3IB-PRein4lMFKhvhNKdePT_KA9QMyTfHHtPyZzKNkHNRS5W9SROUi06f5nmgWmk680yuzfR5fXPHyOXuN4EocKYDbnDKdkrH7TanAvF0QGSnYQZZ7DT8mUFxoDxRA19VodyvENH0gkp1PJqLEGk4m6ZvoI3UbN7rGk0UHemuNml38G-5xDDq_mkSPZx0zb7knp6Yze8drIVES3w-7Cm8gwXIncrFuFOUAArMazeBDY8eX2aK8e13jvB0FLDkFuQ2L-SveyyNO8SXhz1052GSYzHiRUZqAe2FdYtbcQqMneHpblknQpz2cvfZvnV2rBiyvTvwon3XmZUUbNCKDXiQbZzB3DbQze4F33h7z09q-46Ogi3ixU7hCq0c ),Q3. Untitled ( https://media.videoask.com/transcoded/3cc2794e-f515-41b3-b471-709f72fa68ac/video.mp4?token=eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJtZWRpYV9pZCI6IjNjYzI3OTRlLWY1MTUtNDFiMy1iNDcxLTcwOWY3MmZhNjhhYyIsImV4cCI6MTc2Mzk3OTcxNX0.ZUOU9Gwa8oRS8YU9EZjGNlQ6CIMypfAlB5ko9rG0C3VQtz1nGiIJ_MVR90H6QQ1VX-gWDRXHlPb0C-8BUM8j8lJeuTFDwnITW0kRmAqpFc3u1x6spkxUjBH_Es0WY071x_evtah9LimHCTBGBrR9nLQANM8WB3yyKXoUbXyD-VPcIJzAfWXJWYQB5Xtk05phqDqV8RUqr0sZapMTYVMO4RE12bhiGv3GDP21jqWIT9UWoNY4e4lBB_psYP1OtRZF20o28Fy3WDmRyzPzqUAgntxOLyp4xrc3oMxFvPP-cU1O-b7d74MeJAmXFGUa0JnZT5buXpGIWUY5TmgNZDhMMs54xR5ewVGSxrqWY9gfF0SWg9mgpW57uWCywuMs1NDGoHn7P_kSIlBY-_O7hBnGT6p1bRSwPRndV8-AP8eACkmAE4UpAhJ_-y1k4NtMl4XBKov0NaP5x_ORf1pJ2hfHZrw5CP_hWy6OvhSGEHdlztCfN7ZqFM9KS2xVkbSfoj0d4_C0N_yaBCcMqS80oqxYgiDV4YjDoRMb3nugzfqY-38vGAnjLIlwY_3IUNA6JgT3EwlWYro2hFgOdB_T0NOfMxzUaejLHuRe7TPLtVF77ht36tc4LQraOz-7gDRpipDNcws0eKh-P6ymftwyulRCiz-S5HiAblnSmpZNmr7Yh9g ),Q4. Untitled ( https://media.videoask.com/transcoded/58fa7212-86c6-4dd2-9ee1-cf2f59b1d2d3/video.mp4?token=eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJtZWRpYV9pZCI6IjU4ZmE3MjEyLTg2YzYtNGRkMi05ZWUxLWNmMmY1OWIxZDJkMyIsImV4cCI6MTc2Mzk3OTcxNX0.n2kBKfa-Po0UWip2XkImDRjTYxHeGwql8GTrVRXM7_LOX42nQa87EV8mz8WitGH54Dg8QWisJ_rSIg-r-zmi3NTRv2XCNEnPd5AyiBNq_nz9hWbkx57o2FU72q2jDfnQYSNDyq3Q86zvMnCKxB09wrJnqkgkwlUDl8GFQqpixO7ZrUyZ7YTMfzcLXOS4mLm-AXZ6PrmLF_JSdNx05Fc6npJhuAKfzQkf1mXvCS7lT0b8qiVger1T5NYFLetfOXd10IuxqWymQ91T_ykiShQDu-bDVm_Qdy5vGf-X2x5pxj-fJ2UV5vQnG41DuhTSGewz3vEZ7tdm2oTnaO1vr6tLW73ys4_ltPkZ33UCcgUvR6JH3_QDTH30koCVscUU-qlCXnjLFpilQalHyWoxlsjLmAgjgQelwap2AlhzkvqpQe6zcP_AedAQ4-2q_LA7wOvtPbXM6scTb3VTAVZu0Y-A8k1YqYf4yoaDV3bFPH6o2DZVEtQaVRok7jxwdsbHTha39aFjc7q2DtnCf-oK2nR5yznZF3psNBPKg1D8DWW5Xy2IvuG-FxyvA2SuWxwH1CczTUiGkzokVwjWHjQBtHegB093qD2MgTUC2DKqY3MYkOIX62zSTS-xlH-ptSVPMT1zESjpPGJ4fUbDoZVp-8bDQiVqdejUXU0Rmxtnt1xA2ms ),Q5. Untitled ( https://media.videoask.com/transcoded/11bc703f-9788-433d-beb9-a4b1cf1a3af7/video.mp4?token=eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJtZWRpYV9pZCI6IjExYmM3MDNmLTk3ODgtNDMzZC1iZWI5LWE0YjFjZjFhM2FmNyIsImV4cCI6MTc2Mzk3OTcxNX0.Rjas4_nklZIhW84gfF_NwmCQ5OVr3eQD2GIvkJOpnwvxLXin8Ocl_zIoqRhR0u07lbZ9DOAqo_Hmlxs_73aBLYJWbT-E_KflBoFcASyEj6HnJhd2D8kLMu_UJsHR4D9wC2GYHL_xUnUW5GkbhDXUEii7uh9Gm7Z4_uxoH5MYFoeGwIILvQp2kqSnX40CT6XdiWgjy5mmSyzlxS5KkrUVOenTX2YNRxSuj-DEj0EjgjTAg8y8FtKktPHu07lcKfIS2A2rdR5iZLlln5H0uXS4Ki3dreEypikY_8SBcbYEdWqfgKGSlebp1lOk3fWzYHThQvhbISBcnQtcD2zQhm3_zwZBjgj4k4JbNT3GGvRy27cRvAIXcmNe-WLpoFrADcxJxFs0gqsqyQPimmyW2ygDZvfuPipBRbtynO03vlFDWzoyTZruhTryTJJ2fFNmKrjOFNPs907byObGvkEBD6kdxbMcHiOERIR_-ymj0ZId2EKnmysr6uAs2M1GskoqHdCbSPD-gM7feYNsihrSdEocq5l-sRVWDJmG3RMSK4YZcYLC0lCDBG591ImuHCOCKZLGZHCynnUkIC-rIoja3_ORJP0FkUyB69qiT52P6ZXGkpFTZAJtpZUnNVxnjjK8C7wZAXLhHg3_khRE2xfaK0zVQEZru3ZWaAh3MBp7-kolIvo ),Q6. Danke ( https://media.videoask.com/transcoded/9923b63e-7eb3-4398-a54d-05ae0a4592df/video.mp4?token=eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJtZWRpYV9pZCI6Ijk5MjNiNjNlLTdlYjMtNDM5OC1hNTRkLTA1YWUwYTQ1OTJkZiIsImV4cCI6MTc2Mzk3OTcxNX0.fBL_hiN-yg181kgvwFvrYNXDOfthkCZKng4O-Awphxod-8vEwK59yAMySe_67XAyTUuWtlxIHC0Pyu_VTVuvK7xOXAIoPRiKEx4rgXKf7o8YatkV6cPTlAYPY32CqSSwruO8HZpxTA3cZ4IP3lshj-H1edBLZ_xi62nAkirfPXoa_Bu7yibDxMl1FtYf2Y9qheJJwLZarTTs2HyEpuTdfcrlr7nf1YdUg1CY1sZS2SlHYESShIWAU8hCub_kbvDSqt1S14zBVBli4xIIN4M13Ymx_AGnpJDUkh0qz903BrLpwI9ivPhqDAYV_W-Ne5N-de3NSth4BKnUFrg6fD1t4z8eSh3CoTzN-Pc6rwTGaCAGenwgyQcAOb-7c0CkcxYxEXXeqMA_v7LRSnvA7BxIgs3T91d4dwmiiSJpxVGz-I5eqaoghLLfMqvF0SHi1cI5EQKLx2bT_HnJnOkAWq4t7qa0TzSQ5TRjalA2C9FvBSX1wDL9BIyaaofIMcz_Uo2xMae5cm-m15TAmWlemHSX0g2YIXkf-Jv6VhIAmJ8TbiaCrTKyyplo00SqU5wP3mnFtqfTbn4xw3t60HdzPZotbSxyn7-DjIXWbdenFCfymqYQsHYYcvBbq7_lJsrtX64ZQ05cSGrjqoFpGs66ttaPVSoDtanjKmQZdS2cSGt1Q6s ),Q7. Verbesserung nötig ( https://media.videoask.com/transcoded/28c9765f-45c2-4a9d-a252-2e5d1395ffd7/video.mp4?token=eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJtZWRpYV9pZCI6IjI4Yzk3NjVmLTQ1YzItNGE5ZC1hMjUyLTJlNWQxMzk1ZmZkNyIsImV4cCI6MTc2Mzk3OTcxNX0.BEQtaKJ2v84OY52or1JWos4WPf6F7Ssf0pEoE0Eua-qWS-hwoKa2Wh-kPRIEy_FpjWdcGwxmBZZOXhp_yNq38ZR5KiJGdhlFsCtZiTK5CfVW6gZMVMmormDR77rzAkJrit35MAkA-NejObcbzNn-la5r1Tzh7Y6-SXBWFEysJe0ZRc72sVvp7vndajgCFU5Au49OBIMe321Z1cQ4gddJl9LPKjS2c1LxFJL8ygJDAIVu-toB9X4HGTQReUOl1eVx8lRDA68pJ-SLX4wxmxUcfnv5kF5KU-QjUK1BvC4r4qs146WOu6zB79HNLHatKwMnt8kjplpK4C3yvdMzP_V7Uy4GyE-zHuye1XGO9lia19KhHs9KuVdkSe13cUgJdfP_Y_LdNHlXUwcskPCJc7Nfy8TtiUVOXvdkMr7QonPDnaZRvpQv0IDkH6y5wpg1V4amhIDxo947aLZSzWwFE7s6NaFPhd7sQ32adrEdsQqBS5avLHEDSA8l0aZtbuZa6w8jqtjNTYULWnMwSxomjiWc9yU74YpL9R6VZduaUoa6BFqUKqnL9RQgg-G-T_XKP0toWFPh297hUVgqbdidT54OnNypD-25mdhyIOKQ5GJDayl-eT6npZy2_bal0oWFIJVoIS3rZ_T829gnm3sTIh8uCnSJ_7ldovuz2dR9YzzabYQ ),Q8. Feedback des Veranstalte... ( https://media.videoask.com/transcoded/810a7171-6bb3-48ce-a41b-be9fb1ff4f0b/video.mp4?token=eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJtZWRpYV9pZCI6IjgxMGE3MTcxLTZiYjMtNDhjZS1hNDFiLWJlOWZiMWZmNGYwYiIsImV4cCI6MTc2Mzk3OTcxNX0.te9EOBdSE4UyiNqiVqf68jtChiS-M7u_9hmt-jOlk_21IAig0L_SGcSlSEPubcSFLdGLTVdaJxBDk1O1_zk2iTZ__WPR5at5vNiNYmH4vld0OZWS1GKQpHN5wD2GDo-jO6dwI4IMyT30nCVtWMlkgnZCHHgvZS2bFZK801bVvLdOsmXMzRjSyIEnFOEZWtEy5lz_lpMqFko3l00-u-gHzmkyGP-1ZQmeUVLKrMOwoSSEcJ0YGYxhrfHwGK7G9wZCDWgb102caKPoYGbCQtzDXrlUpdhM5N_8dRc3cX1AdSuKTDDXoOiKqDWLzUc-AccVvgephmd2nYNZhdMtaQAMgI5lBrgNBAeS7i8j9rvBWgZvoVlBlF8khIDge5mfnSSEkWl4kdWGesinouSPjRLhbJNj0VM2wcPhW4W4rijpvJL-K6YWvnq4OP9fKtPX9PZ8j6-i3uneXsEW9yJtIZBQLYRtI3Nqk0THPkF_Q2qViZr0m7tEWQNNnHlPLlxhkWJpPrT_BFysMDAZV_HgFXvw-UhKsdZ20VoXu9M9f0Dm7inUs67f7Uy6aOdSVUzbfDD9ALyJrFtJCgAiDZeWlIorJ4jBr5Fc5BcBQu0QNGSY5UAQ43zpVXwoGTC0xls2F6_0_F-bOUeD_H4uIJQaHg_TsZ8vO2IvU4OTHjalRKtQ6bk )
2025-11-18 13:52:46.585604,Anonymous 2457,N/A,N/A,N/A,N/A,,[Text Answer] 6,,,,,,,
2025-11-18 13:52:06.660323,Anonymous 2456,N/A,N/A,N/A,N/A,,[Text Answer] 0,"[Text Answer] Teuer, unflexibel mit der Zahlung",[Text Answer] Passt,,,,,
2025-11-18 13:51:35.771613,Anonymous 2455,N/A,N/A,N/A,N/A,,[Text Answer] 10,,[Text Answer] War gut. Akku war niedrig sonst top,[Text Answer] Es geht bisschen billiger wäre besser,[Text Answer] Ja,,,[Text Answer] Immer da
2025-11-18 13:50:09.969350,Anonymous 2454,N/A,N/A,N/A,N/A,,[Text Answer] 10,,[Text Answer] Gut mir hat das fahren gefallen,[Text Answer] Ja,[Text Answer] Ja,,,[Text Answer] Ist einfach geil
2025-11-18 13:49:59.648641,Anonymous 2453,N/A,N/A,N/A,N/A,,[Text Answer] 7,,[Text Answer] Die zwei Räder sind toll. Die Bremsen sind oft sehr schlecht.,[Text Answer] Nein. Die Konkurrenz ist günstiger und hat mehr Passes.,[Text Answer] Sie sind Monopolist in meiner Stadt. Die zwei Räder auf der Vorderachse sind toll.,,"[Text Answer] Preise sind zu hoch.
Oft funktionieren die Roller beim Start nicht. Man muss erst manuell die Gebühr zurückfordern. Hier könnte eine automatische Erkennung helfen, wenn die Fahrt zum Beispiel nur 1 Minute dauert.",
2025-11-18 13:49:55.022206,Anonymous 2452,N/A,N/A,N/A,N/A,,[Text Answer] 9,,[Text Answer] Alles ok,[Text Answer] Bisschen teuer,[Text Answer] 👏,,,[Text Answer] Top
2025-11-18 13:49:01.312478,Anonymous 2451,N/A,N/A,N/A,N/A,,[Text Answer] 10,,[Text Answer] Duper,[Text Answer] Gut,[Text Answer] Larz,,,[Text Answer] Super
2025-11-18 13:48:52.449921,Anonymous 2450,N/A,N/A,N/A,N/A,,[Text Answer] 8,,"[Text Answer] In letzter Zeit sind die Roller oft nicht in einwandfreiem Zustand, das melde ich dann direkt über die Bewertungsfunktion. Die neuen Tachos in mph anstatt km/h sind verwirrend.","[Text Answer] Nicht billig, aber in Ordnung bei gelegentlicher Nutzung im Notfall","[Text Answer] ja, da alternativlos",,[Text Answer] Xxx,
2025-11-18 13:48:31.544416,Anonymous 2449,N/A,N/A,N/A,N/A,,[Text Answer] 10,,"[Text Answer] war gut, vielleicht 2 Räder statt 3",[Text Answer] ja,[Text Answer] wenn ich in die Zone muss ja,,,[Text Answer] das fahren
2025-11-18 13:47:45.694738,Anonymous 2448,N/A,N/A,N/A,N/A,,[Text Answer] 5,,,,,,,
2025-11-18 13:47:39.084836,Anonymous 2447,N/A,N/A,N/A,N/A,,[Text Answer] 9,,[Text Answer] In die arbeit,[Text Answer] Ja,[Text Answer] Ja,,,[Text Answer] Alles
2025-11-18 13:47:19.725927,Anonymous 2446,N/A,N/A,N/A,N/A,,[Text Answer] 7,,[Text Answer] Der anmeldeprozess dauert zu lange,[Text Answer] Ja das passt,[Text Answer] Ja,,[Text Answer] Die roller sind oft in Gebüschen und nicht immer funktionsfähig,
2025-11-18 13:46:38.237172,Anonymous 2445,N/A,N/A,N/A,N/A,,[Text Answer] 7,,,,,,,
2025-11-18 13:46:35.551075,Anonymous 2444,N/A,N/A,N/A,N/A,,[Text Answer] 3,[Text Answer] Teuer,[Text Answer] Schlecht Der Roller war kaputt und ich musste einen anderen nehmen,[Text Answer] Nein,[Text Answer] Vielleicht,,,
2025-11-18 13:46:32.947894,Anonymous 2443,N/A,N/A,N/A,N/A,,[Text Answer] 10,,[Text Answer] Niedrige price,[Text Answer] Ist wert,[Text Answer] Naturlich das ich fur zeus entscheide,,,[Text Answer] Schnell bewegen wenn notig
2025-11-18 13:46:09.187529,Anonymous 2442,N/A,N/A,N/A,N/A,,[Text Answer] 5,[Text Answer] Scooter funktionieren oft nicht einwandfrei,"[Text Answer] Naja geht so, die Bremse war nicht ganz funktionstüchtig und hat das Gas geben behindert",[Text Answer] Nein,[Text Answer] Ja,,,
2025-11-18 13:45:47.919041,Anonymous 2441,N/A,N/A,N/A,N/A,,[Text Answer] 6,[Text Answer] Nutze Zeus nur gelegentlich am Arbeitsort. Nicht verfügbar an meinem Wohnort.,"[Text Answer] E Roller fahren macht Spaß, auf den Dreirad Rollern von Zeus fühlt es sich auch etwas sicherer an.","[Text Answer] Für gelegentliche Nutzung Preis OK, für regelmäßig zu hoch.",[Text Answer] Einzige individuelle Mobilitätsoption am Arbeitsort,,,
2025-11-18 13:45:45.537684,Anonymous 2440,N/A,N/A,N/A,N/A,,[Text Answer] 9,,[Text Answer] Gute Verfügbarkeit,[Text Answer] Ja war ok. Meistens nutze ich es um schnell von A nach B zu kommen,"[Text Answer] Ja, damit komme ich schnell von A nach B",,,"[Text Answer] Einfach zu bedienen, gute Verfügbarkeit"
2025-11-18 13:45:40.148419,Anonymous 2439,N/A,N/A,N/A,N/A,,[Text Answer] 8,,[Text Answer] Die letzten Fahrt war super,[Text Answer] Ja das war das Geld definitiv wert. Wenn ich gelaufen wäre hätte ich deutlich länger gebraucht und wäre zu spät zu meinem Termin gekommen,[Text Answer] Ja würde ich. Weil es bei uns nur Zeus gibt,,[Text Answer] Es wäre cool wenn es eine Möglichkeit gäbe Kinder mitzunehmen,
2025-11-18 13:45:16.721743,Anonymous 2438,N/A,N/A,N/A,N/A,,[Text Answer] 8,,[Text Answer] Verschmutzt,[Text Answer] Ja,[Text Answer] Ja,,[Text Answer] Zahlsystem,
2025-11-18 13:45:13.246577,Anonymous 2437,N/A,N/A,N/A,N/A,,[Text Answer] 7,,[Text Answer] War ganz angenehm.,[Text Answer] Bisschen teuer.,"[Text Answer] Ja, weil wenn kein Bus fährt, ist immer ein Scooter da.",,[Text Answer] Die Ständer sind schwer hoch zu machen,
2025-11-18 13:45:10.064136,Anonymous 2436,N/A,N/A,N/A,N/A,,[Text Answer] 2,,,,,,,
2025-11-18 13:44:36.817620,Anonymous 2435,N/A,N/A,N/A,N/A,,[Text Answer] 9,,"[Text Answer] Alles Bestens, manche Fahrzeuge sind allerdings vom Zustand nicht mehr so toll. Teilweise sind die Bremsen nicht mehr so funktionell oder die Lenkerstange hat etwas gewackelt. Alles noch nicht so schlimm damit es unfahrbar wird, aber teilweise schon auffällig.","[Text Answer] Sehr kurze Strecken sind verhältnismäßig teuer im Vergleich zu etwas längeren Strecken. Standzeiten sind besonders bei viel Verkehr oder vielen Ampelphasen störend, da man nicht wirklich vorankommt aber die Uhr weiter ""tickt""","[Text Answer] Ja, weil einzige Verfügbarkeit in meiner Region ;-)",,,"[Text Answer] Verfügbarkeit Scooter & Ausstattung, gute und schnelle App"
2025-11-18 13:44:24.341020,Anonymous 2434,N/A,N/A,N/A,N/A,,[Text Answer] 5,"[Text Answer] Viele Scooter sind defekt, so dass ich sie selten nutze, da ich sie meistens nutze, Um zu meinem Zug zu kommen. Außerdem ist es ärgerlich",[Text Answer] Bei der letzten Fahrt ging die Blinker nicht. Ansonsten fahre ich gerne mit E Scooter.,[Text Answer] Nein,"[Text Answer] Der wichtigste Grund dafür war das Zeus, der einzige Scooter Anbieter in meiner Stadt ist",,,
2025-11-18 13:44:18.877672,Anonymous 2433,N/A,N/A,N/A,N/A,,[Text Answer] 8,,[Text Answer] War okay nichts besonderes,[Text Answer] Bisschen zu teuer,[Text Answer] Ja,,[Text Answer] Räder,
2025-11-18 13:43:40.365735,Anonymous 2432,N/A,N/A,N/A,N/A,,[Text Answer] 8,,"[Text Answer] Abstellplatz war OK
Roller etwas gebraucht",[Text Answer] Preis ist OK,[Text Answer] Ja wg. lokale Verfügbarkeit,,[Text Answer] Nicht alle Roller sind perfekt!,
2025-11-18 13:43:35.423650,Anonymous 2431,N/A,N/A,N/A,N/A,,[Text Answer] 4,[Text Answer] Einfach so,[Text Answer] Alles war gut,[Text Answer] Nein zu teuer,[Text Answer] Kein grund,,,
2025-11-18 13:41:46.742976,Anonymous 2430,N/A,N/A,N/A,N/A,,[Text Answer] 8,,"[Text Answer] Beim ersten Scooter hat der QR-Code gefehlt. Beim zweiten gingen die Bremsen nicht richtig. Gut war, dass die in der Nähe waren.","[Text Answer] Ja, war es wert. Alternative wäre ein Vielfaches für ein Taxi gewesen oder sehr lange laufen.","[Text Answer] Ja, die zwei Räder vorn sind gut. Hohe Verfügbarkeit in Falkensee.",,[Text Answer] Geschäftsgebiet auch in Dallgow und westliches Finkenkrug. Bessere bremsen.,
2025-11-18 13:41:34.847599,Anonymous 2429,N/A,N/A,N/A,N/A,,[Text Answer] 10,,[Text Answer] Manchmal sind die Scooter kaputt. Hierzu evtl ein checktutorial um Schäden zu erfassen,[Text Answer] Preislich eher teuer aber flexibel,[Text Answer] Ja und wegen der Monopolstellung,,,[Text Answer] Verfügbarkeit
2025-11-18 13:41:17.967594,Anonymous 2428,N/A,N/A,N/A,N/A,,[Text Answer] 5,[Text Answer] Kaputt,[Text Answer] War ok akku Leistung könnte besser sein,[Text Answer] Ja,[Text Answer] Ja,,,
2025-11-18 13:40:35.388236,Anonymous 2427,N/A,N/A,N/A,N/A,,[Text Answer] 6,[Text Answer] Zu teuer,"[Text Answer] Gut war, dass ich flexibel und flink von A nach B kam. Der Preis hätte etwas niedriger sein können.",[Text Answer] Joa,"[Text Answer] Nur, wenn ich wieder den Bus verpasse. Das war auch der Grund dafür.",,,
2025-11-18 13:39:23.129919,Anonymous 2426,N/A,N/A,N/A,N/A,,[Text Answer] 9,,[Text Answer] Super fahrt,[Text Answer] Ja,"[Text Answer] Ja
Die Fahrt",,,[Text Answer] Alles
2025-11-18 13:38:31.354156,Anonymous 2425,N/A,N/A,N/A,N/A,,[Text Answer] 7,,[Text Answer] Nichts wirklich.,[Text Answer] Basis kosten sehr hoch für kleine Strecken,[Text Answer] Die einzigen in der Umgebung,,[Text Answer] Studenten sind arm. Fahren ist relativ teuer,
2025-11-18 13:37:08.464893,Anonymous 2424,N/A,N/A,N/A,N/A,,[Text Answer] 5,[Text Answer] Zu teuer,,,,,,
2025-11-18 13:36:43.577526,Anonymous 2423,N/A,N/A,N/A,N/A,,[Text Answer] 10,,[Text Answer] Hhh,[Text Answer] Hhh,[Text Answer] Hhhh,,,[Text Answer] Hhh
2025-11-18 13:34:12.274368,Anonymous 2422,N/A,N/A,N/A,N/A,,[Text Answer] 3,"[Text Answer] Weil immer die scooter entweder kaputt sind oder nur 13kmh fahren in meiner stadt!
Auserdem finde ich es schade das man nicht mal einen rabatt bekommt oder so..","[Text Answer] Mir hat gut gefallen das man schnell nach a zu b kommt.
Ich würde die preise eventuell günstiger machen.",[Text Answer] Nein finde es viel zu teuer,"[Text Answer] Ich glaube eher nicht, ich probiere es aber",,,
2025-11-18 13:33:14.043081,Anonymous 2421,N/A,N/A,N/A,N/A,,[Text Answer] 8,,,,,,,
2025-11-18 13:31:58.822562,Anonymous 2420,N/A,N/A,N/A,N/A,,[Text Answer] 6,[Text Answer] qualität,[Text Answer] der roller war in schlechtem zustand,[Text Answer] zu teuer,[Text Answer] je nach verfügbarkeit..man nimmt den nächsten roller,,,
2025-11-18 13:31:51.408240,Anonymous 2419,N/A,N/A,N/A,N/A,,[Text Answer] 7,,"[Text Answer] Letzte Fahrt war gut, der roller selbst war nur nicht so gut in schuss. Das Hinterrad war locker und ich hatte manchmal das Gefühl ich würde dadurch wegrutschen. Auch die Blinker gingen nur teilweise.","[Text Answer] Nein, da ohne Pass der Preis pro Fahrt erheblich teurer ist, als würde ich mit dem bus ein Einzelticket nehmen.","[Text Answer] Ja, jedoch gibt es bei uns keine Konkurrenz. Somit kann ich nicht genauer darauf eingehen.",,"[Text Answer] Es gibt oft Probleme, dass der Pass, auch wenn die Fahrminuten und unlocks voll sind, nicht abläuft. Man kann also keinen neuen dazu kaufen.

Oft ist auch beim beenden der Fahrt der Fall, dass ich in einer Parkzone stehe, aber dennoch gesagt bekomme, die Fahrt kann nicht beendet werden.",
2025-11-18 13:30:39.091103,Anonymous 2418,N/A,N/A,N/A,N/A,,[Text Answer] 1,,,,,,,
2025-11-18 13:29:14.289256,Anonymous 2417,N/A,N/A,N/A,N/A,,[Text Answer] 6,[Text Answer] Billiger :),"[Text Answer] Ganz gut, war schnell am Ziel",[Text Answer] Geht so,[Text Answer] Ja,,,
2025-11-18 13:28:02.865142,Anonymous 2416,N/A,N/A,N/A,N/A,,[Text Answer] 5,"[Text Answer] Ich bin generell ein großer Fan von escootern, aber bisher waren so gut wie alle Scooter von Zeus in meiner Umgebung fehlerhaft. Zudem kommen die Einschränkungen, wenn es ums parken geht.","[Text Answer] Meine letzte Fahrt war ein Scooter, der nicht losfuhr. Dennoch wurde Geld abgebucht. Mir fehlt insbesondere die Möglichkeit Schäden zu reporten und Feedback zu geben.","[Text Answer] Da ich mit dem fehlerhaften Scooter nicht fahren konnte, nein.","[Text Answer] Derzeit verzichte ich auf escooter, weil ich die Befürchtung habe, dass der Scooter wieder fehlerhaft ist",,,
2025-11-18 13:27:55.191108,Anonymous 2415,N/A,N/A,N/A,N/A,,[Text Answer] 6,"[Text Answer] manchmal einfach kein Scooter in der Nähe, teilweise auch Scooter mit Defekten im Angebot","[Text Answer] die letzte Fahrt war alles in allem akzeptabel, nur 500m laufen bis zum verfügbaren Scooter","[Text Answer] Preiswert...ja, aber nicht unbedingt günstig","[Text Answer] ja, weil es keinen anderen Anbieter im Ort gibt!",,,
2025-11-18 13:27:38.498035,Anonymous 2414,N/A,N/A,N/A,N/A,,[Text Answer] 6,"[Text Answer] Technischer Zustand der Scooter nicht durchgehend gut. Manchmal hervorragend, manchmal sehr schlecht (beispielsweise Beschleunigung Verhalten). Sie müssen die Scooter einheitlich reproduzierbar auf hohem Level halten.",[Text Answer] Gut gefallen hat mir der Fahrkomfort und die Akkuleistung.,"[Text Answer] Ja, der Preis war angebracht, weil der Roller gut funktioniert hat und vor allem konnte ich ein Gebiet erreichen, in dem andere Anbieter momentan nicht unterwegs sind","[Text Answer] Ja, weil sie momentan der einzige Anbieter sind, der in dem Zielgebiet, in dem ich arbeite, Scooter anbietet",,,
